StudentID,time,hand_raised,session
5,54,True,classinsight-cmu_05748A_ghc_4101_201904021630
6,2,True,classinsight-cmu_05748A_ghc_4101_201904021630
6,47,True,classinsight-cmu_05748A_ghc_4101_201904021630
7,3,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,4,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,6,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,9,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,12,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,19,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,24,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,25,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,29,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,30,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,31,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,35,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,38,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,39,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,40,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,41,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,42,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,43,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,48,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,49,True,classinsight-cmu_05748A_ghc_4101_201904021630
8,50,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,1,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,2,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,3,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,4,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,5,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,6,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,7,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,9,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,15,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,16,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,17,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,18,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,74,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,75,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,76,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,77,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,78,True,classinsight-cmu_05748A_ghc_4101_201904021630
9,79,True,classinsight-cmu_05748A_ghc_4101_201904021630
10,1,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,2,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,6,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,12,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,28,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,34,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,57,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,61,True,classinsight-cmu_05748A_ghc_4101_201904021630
11,62,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,24,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,29,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,40,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,43,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,57,True,classinsight-cmu_05748A_ghc_4101_201904021630
12,73,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,2,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,3,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,4,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,5,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,13,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,18,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,19,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,22,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,26,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,32,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,44,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,45,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,48,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,55,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,56,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,57,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,58,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,61,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,62,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,63,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,66,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,68,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,72,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,73,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,75,True,classinsight-cmu_05748A_ghc_4101_201904021630
13,78,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,5,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,6,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,17,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,19,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,28,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,32,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,36,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,39,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,48,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,70,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,73,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,75,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,76,True,classinsight-cmu_05748A_ghc_4101_201904021630
14,78,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,32,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,36,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,37,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,38,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,39,True,classinsight-cmu_05748A_ghc_4101_201904021630
15,40,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,41,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,42,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,44,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,45,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,76,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,77,True,classinsight-cmu_05748A_ghc_4101_201904021630
16,78,True,classinsight-cmu_05748A_ghc_4101_201904021630
18,57,True,classinsight-cmu_05748A_ghc_4101_201904021630
18,62,True,classinsight-cmu_05748A_ghc_4101_201904021630
18,71,True,classinsight-cmu_05748A_ghc_4101_201904021630
18,73,True,classinsight-cmu_05748A_ghc_4101_201904021630
18,75,True,classinsight-cmu_05748A_ghc_4101_201904021630
19,66,True,classinsight-cmu_05748A_ghc_4101_201904021630
19,71,True,classinsight-cmu_05748A_ghc_4101_201904021630
19,76,True,classinsight-cmu_05748A_ghc_4101_201904021630
0,2,True,classinsight-cmu_05748A_ghc_4101_201902051630
1,2,True,classinsight-cmu_05748A_ghc_4101_201902051630
2,41,True,classinsight-cmu_05748A_ghc_4101_201902051630
2,44,True,classinsight-cmu_05748A_ghc_4101_201902051630
2,50,True,classinsight-cmu_05748A_ghc_4101_201902051630
2,66,True,classinsight-cmu_05748A_ghc_4101_201902051630
2,77,True,classinsight-cmu_05748A_ghc_4101_201902051630
4,42,True,classinsight-cmu_05748A_ghc_4101_201902051630
4,43,True,classinsight-cmu_05748A_ghc_4101_201902051630
4,44,True,classinsight-cmu_05748A_ghc_4101_201902051630
4,48,True,classinsight-cmu_05748A_ghc_4101_201902051630
5,24,True,classinsight-cmu_05748A_ghc_4101_201902051630
6,25,True,classinsight-cmu_05748A_ghc_4101_201902051630
7,0,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,1,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,2,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,17,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,25,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,52,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,67,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,72,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,75,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,76,True,classinsight-cmu_05748A_ghc_4101_201902051630
8,77,True,classinsight-cmu_05748A_ghc_4101_201902051630
9,25,True,classinsight-cmu_05748A_ghc_4101_201902051630
9,43,True,classinsight-cmu_05748A_ghc_4101_201902051630
9,62,True,classinsight-cmu_05748A_ghc_4101_201902051630
9,69,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,0,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,1,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,4,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,33,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,41,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,45,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,53,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,78,True,classinsight-cmu_05748A_ghc_4101_201902051630
10,79,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,1,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,2,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,4,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,6,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,7,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,8,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,20,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,28,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,32,True,classinsight-cmu_05748A_ghc_4101_201902051630
11,63,True,classinsight-cmu_05748A_ghc_4101_201902051630
12,2,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,15,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,17,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,24,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,33,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,37,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,42,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,43,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,47,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,50,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,51,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,60,True,classinsight-cmu_05748A_ghc_4101_201902051630
13,63,True,classinsight-cmu_05748A_ghc_4101_201902051630
14,68,True,classinsight-cmu_05748A_ghc_4101_201902051630
14,74,True,classinsight-cmu_05748A_ghc_4101_201902051630
14,76,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,16,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,24,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,42,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,44,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,47,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,49,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,50,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,51,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,63,True,classinsight-cmu_05748A_ghc_4101_201902051630
15,66,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,18,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,19,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,25,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,27,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,28,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,43,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,46,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,51,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,68,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,69,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,70,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,71,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,74,True,classinsight-cmu_05748A_ghc_4101_201902051630
16,76,True,classinsight-cmu_05748A_ghc_4101_201902051630
17,24,True,classinsight-cmu_05748A_ghc_4101_201902051630
17,28,True,classinsight-cmu_05748A_ghc_4101_201902051630
17,67,True,classinsight-cmu_05748A_ghc_4101_201902051630
17,69,True,classinsight-cmu_05748A_ghc_4101_201902051630
0,0,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,1,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,2,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,3,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,4,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,7,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,11,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,13,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,18,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,36,True,classinsight-cmu_05748A_ghc_4101_201902281630
0,37,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,3,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,4,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,30,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,39,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,40,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,43,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,44,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,46,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,49,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,50,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,56,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,57,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,72,True,classinsight-cmu_05748A_ghc_4101_201902281630
1,73,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,18,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,26,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,28,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,53,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,57,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,65,True,classinsight-cmu_05748A_ghc_4101_201902281630
2,71,True,classinsight-cmu_05748A_ghc_4101_201902281630
3,0,True,classinsight-cmu_05748A_ghc_4101_201902281630
3,22,True,classinsight-cmu_05748A_ghc_4101_201902281630
3,50,True,classinsight-cmu_05748A_ghc_4101_201902281630
4,3,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,0,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,26,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,29,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,30,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,44,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,47,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,48,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,49,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,60,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,62,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,63,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,69,True,classinsight-cmu_05748A_ghc_4101_201902281630
5,70,True,classinsight-cmu_05748A_ghc_4101_201902281630
